X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,FACIL_NAME,FACILNAME_LABEL,FACIL_ADDRESS,ZIPCODE,FACIL_TELEPHONE,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.215143449905469,39.972629098984562,629,126515001,3663,1490,"BLANKENBURG, RUDOLPH SCHOOL",Rudolph Blankenburg School,4600 W GIRARD AVE,19131,215-400-7280,,ELEMENTARYMIDDLE,'00-08',449,,DISTRICT
-75.143434430117338,39.967930259746183,630,126515001,7070,5150,"BODINE, WILLIAM W. HIGH SCHOOL",William W. Bodine High School,1101 N 4TH ST,19123,215-400-7630,,HIGH,'09-12',516,,DISTRICT
-75.176674000020924,39.91469899966016,631,126515001,3620,2240,"BREGY, F. AMEDEE SCHOOL",F. Amedee Bregy School,1700 BIGLER ST,19145,215-400-8210,,ELEMENTARYMIDDLE,'00-08',334,,DISTRICT
-75.066604709625366,40.000300819612846,632,126515001,3745,7470,BRIDESBURG SCHOOL,Bridesburg School,2824 JENKS ST,19137,215-400-7240,,ELEMENTARYMIDDLE,'00-08',816,,DISTRICT
-75.12725674042396,39.986617479948684,633,126515001,3684,5210,"BROWN, HENRY A. SCHOOL",Henry A. Brown School,1946 E SERGEANT ST,19125,215-400-7490,,ELEMENTARYMIDDLE,'00-08',498,,DISTRICT
-75.024625201596436,40.04346258731745,634,126515001,6529,8210,"BROWN, JOSEPH H. SCHOOL",Joseph H. Brown School,3600 STANWOOD ST,19136,215-400-3320,,ELEMENTARY,'00-06',584,,DISTRICT
-75.243562999754801,39.952791181364148,635,126515001,3601,1230,"BRYANT, WILLIAM C. SCHOOL",William C. Bryant School,6001 CEDAR AVE,19143,215-400-7910,,ELEMENTARYMIDDLE,'00-08',410,,DISTRICT
-75.152481000366123,40.053631000300037,636,126515001,8332,5610,BUILDING 21,Building 21,6501 LIMEKILN PIKE,19138,215-400-7450,,HIGH,'09-12',382,,DISTRICT
-75.084142000054527,40.038956999886324,637,126515001,7230,7220,"CARNELL, LAURA H. SCHOOL",Laura H. Carnell School,1100 DEVEREAUX AVE,19111,215-400-3150,,ELEMENTARY,'00-05',945,,DISTRICT
-75.250774430629392,39.97551874036099,638,126515001,3664,4240,"CASSIDY,LEWIS C ACADEMICS PLUS",Lewis C. Cassidy Academics Plus School,6523 LANSDOWNE AVE,19151,215-400-7510,,ELEMENTARYMIDDLE,'00-08',421,,DISTRICT
-75.239910999597754,39.927435000246,639,126515001,3602,1250,"CATHARINE, JOSEPH SCHOOL",Joseph W. Catharine School,6600 CHESTER AVE,19142,215-400-8150,,ELEMENTARY,'00-05',533,,DISTRICT
-75.135020769556107,40.01795817897883,640,126515001,7404,5490,CAYUGA SCHOOL,Cayuga School,4344-4358 N 5TH ST,19140,215-400-3850,,ELEMENTARY,'00-05',487,,DISTRICT
-75.150748250106503,40.037285099677725,641,126515001,3848,6010,CENTRAL HIGH SCHOOL,Central High School,1700 W OLNEY AVE,19141,215-400-3590,,HIGH,'09-12',2388,,DISTRICT
-75.170493000366719,39.934636999785354,642,126515001,3622,2260,"CHILDS, GEORGE W. SCHOOL",George W. Childs School,1599 WHARTON ST,19146,215-400-7950,,ELEMENTARYMIDDLE,'00-08',521,,DISTRICT
-75.129735999717752,40.006818999766686,643,126515001,6767,7730,"CLEMENTE, ROBERTO MIDDLE SCHL",Roberto Clemente School,122 W ERIE AVE,19140,215-400-3930,,MIDDLE,'06-08',438,,DISTRICT
-75.216288999676138,39.94052000043613,644,126515001,3782,1260,"COMEGYS, BENJAMIN B. SCHOOL",Benjamin B. Comegys School,5100 GREENWAY AVE,19143,215-400-7860,,ELEMENTARYMIDDLE,'00-08',508,,DISTRICT
-75.009108799604363,40.12096485945294,645,126515001,3760,8370,"COMLY, WATSON SCHOOL",Watson Comly School,1001 BYBERRY RD,19116,215-400-3010,,ELEMENTARY,'00-05',497,,DISTRICT
-75.152335999957387,39.95025200002754,646,126515001,7905,2670,CONSTITUTION HIGH SCHOOL,Constitution High School,18 S 7TH ST,19106,215-400-7850,,HIGH,'09-12',393,,DISTRICT
-75.114820022376662,39.994419047934535,647,126515001,6525,5230,"CONWELL, RUSSELL MIDDLE SCHOOL",Russell H. Conwell School,1849 E CLEARFIELD ST,19134,215-400-7210,,MIDDLE,'05-08',411,,DISTRICT
-75.146074000146498,40.025526000187469,648,126515001,7239,7100,"COOKE, JAY ELEMENTARY SCHOOL",Jay Cooke School,1300 W LOUDEN ST,19141,215-400-8330,,ELEMENTARYMIDDLE,'00-08',434,,DISTRICT
-75.206801999714443,40.02247200008879,649,126515001,5122,6410,COOK-WISSAHICKON SCHOOL,Cook-Wissahickon School,201 E SALAIGNAC ST,19128,215-400-3430,,ELEMENTARYMIDDLE,'00-08',466,,DISTRICT
-75.129936250367422,40.002629120613484,650,126515001,5123,5470,"CRAMP, WILLIAM SCHOOL",William Cramp School,3449 N MASCHER ST,19140,215-400-3860,,ELEMENTARY,'00-05',505,,DISTRICT
-75.165483750233804,39.939419920199185,651,126515001,6996,2020,CREATIVE AND PERFORMING ARTS,High School for Creative and Performing Arts School,901 S BROAD ST,19147,215-400-8140,,HIGH,'09-12',706,,DISTRICT
-75.081331461615861,40.062190288702311,652,126515001,3762,8230,"CROSSAN, KENNEDY C. SCHOOL",Kennedy C. Crossan School,7350 BINGHAM ST,19111,215-400-3160,,ELEMENTARY,'00-05',363,,DISTRICT
-75.168334640661129,40.058406820418888,653,126515001,3706,6200,"DAY, ANNA B. SCHOOL",Anna B. Day School,6324 CRITTENDEN ST,19138,215-400-3520,,ELEMENTARYMIDDLE,'00-08',465,,DISTRICT
-75.138627430087197,39.992751640277376,654,126515001,7175,5170,"DEBURGOS, J. ELEMENTARY",Julia de Burgos School,401 W LEHIGH AVE,19133,215-400-7080,,ELEMENTARYMIDDLE,'00-08',900,,DISTRICT
-74.970534999465187,40.095818000413274,655,126515001,4727,8420,"DECATUR, STEPHEN SCHOOL",Stephen Decatur School,3500 ACADEMY RD,19154,215-400-3050,,ELEMENTARYMIDDLE,'00-08',1036,,DISTRICT
-75.173787000352149,39.986729999558747,656,126515001,3786,4270,"DICK, WILLIAM SCHOOL",William Dick School,2498 W DIAMOND ST,19121,215-400-7340,,ELEMENTARYMIDDLE,'00-08',529,,DISTRICT
-75.046589040002303,40.028369110238515,657,126515001,3763,8240,"DISSTON, HAMILTON SCHOOL",Hamilton Disston School,6801 COTTAGE ST,19135,215-400-3350,,ELEMENTARYMIDDLE,'00-08',907,,DISTRICT
-75.166895921761295,39.995142523582601,658,126515001,3841,4060,"DOBBINS, MURRELL HIGH SCHOOL",Murrell Dobbins Career and Technical High School,2150 W LEHIGH AVE,19132,215-400-7050,,HIGH,'09-12',613,,DISTRICT
-75.230671630696122,40.031475359549454,659,126515001,3726,6450,"DOBSON, JAMES SCHOOL",James Dobson School,4667 UMBRIA ST,19127,215-400-3570,,ELEMENTARYMIDDLE,'00-08',270,,DISTRICT
-75.158953568094816,39.985305643401723,660,126515001,5040,4460,"DUCKREY, TANNER SCHOOL",Tanner G. Duckrey School,1501 W DIAMOND ST,19121,215-400-7350,,ELEMENTARYMIDDLE,'00-08',685,,DISTRICT
-75.154169739596682,39.979487729791643,661,126515001,3687,5250,"DUNBAR, PAUL L. SCHOOL",Paul L. Dunbar School,1750 N 12TH ST,19122,215-400-7410,,ELEMENTARYMIDDLE,'00-08',280,,DISTRICT
-75.129442496846949,40.011854510011851,662,126515001,3849,5020,"EDISON, THOMAS A. HIGH SCHOOL",Thomas A. Edison High School,151 W LUZERNE ST,19140,215-400-3900,,HIGH,'09-12',1069,,DISTRICT
-75.170999869168156,40.072961257233025,663,126515001,3708,6210,"EDMONDS, FRANKLIN S. SCHOOL",Franklin S. Edmonds School,8025 THOURON AVE,19150,215-400-3370,,ELEMENTARYMIDDLE,'00-07',601,,DISTRICT
-75.12127399937782,39.997018000543726,664,126515001,3688,5260,"ELKIN, LEWIS SCHOOL",Lewis Elkin School,3199 D ST,19134,215-400-7140,,ELEMENTARY,'00-04',831,,DISTRICT
-75.138538094079067,40.05502494985371,665,126515001,3738,7260,ELLWOOD SCHOOL,Ellwood School,6701 N 13TH ST,19126,215-400-3540,,ELEMENTARY,'00-05',288,,DISTRICT
-75.177905729473267,40.05436289023654,666,126515001,3709,6220,"EMLEN, ELEANOR C. SCHOOL",Eleanor C. Emlen School,6501 CHEW AVE,19119,215-400-3470,,ELEMENTARY,'00-05',394,,DISTRICT
-75.161277890741587,39.983418089518153,667,126515001,7023,4030,ENGINEERING & SCIENCE HIGH,High School of Engineering and Science,1600 W NORRIS ST,19121,215-400-7380,,MIDDLEHIGH,'07-12',892,,DISTRICT
-75.052414759725124,40.06657162003053,668,126515001,7235,8380,"FARRELL, LOUIS H. SCHOOL",Louis H. Farrell School,8300 CASTOR AVE,19152,215-400-3230,,ELEMENTARYMIDDLE,'00-08',1132,,DISTRICT
-75.163107358676854,39.915451115528427,669,126515001,7226,2190,"FELL, D. NEWLIN SCHOOL",D. Newlin Fell School,900 W OREGON AVE,19148,215-400-8260,,ELEMENTARYMIDDLE,'00-08',579,,DISTRICT
-75.091707091230532,40.035649855929847,670,126515001,3816,7120,"FELS, SAMUEL HIGH SCHOOL",Samuel Fels High School,5500 LANGDON ST,19124,215-400-7100,,HIGH,'09-12',964,,DISTRICT
-75.121674999324483,40.019436999754042,671,126515001,7368,7500,FELTONVILLE ARTS & SCIENCES,Feltonville School of Arts and Sciences,210 E COURTLAND ST,19120,215-400-3810,,MIDDLE,'06-08',577,,DISTRICT
-75.121025640289304,40.020340020324866,672,126515001,3751,7310,FELTONVILLE INTERMEDIATE,Feltonville Intermediate School,238 E WYOMING AVE,19120,215-400-3730,,ELEMENTARY,'03-05',761,,DISTRICT
-75.119176000680184,40.043608000009513,673,126515001,3739,7270,"FINLETTER, THOMAS K. SCHOOL",Thomas K. Finletter School,6100 N FRONT ST,19120,215-400-3750,,ELEMENTARYMIDDLE,'00-08',745,,DISTRICT
-75.166337329668693,40.026100520363947,674,126515001,6913,6230,FITLER ACADEMICS PLUS,Fitler Academics Plus School,140 W SEYMOUR ST,19144,215-400-3610,,ELEMENTARYMIDDLE,'00-08',234,,DISTRICT
-74.976529000316631,40.080306000258773,675,126515001,3731,8390,"FITZPATRICK, A. L. SCHOOL",A.L. Fitzpatrick School,11061 KNIGHTS RD,19154,215-400-3060,,ELEMENTARYMIDDLE,'00-08',803,,DISTRICT
-75.035890999794745,40.034439999779721,676,126515001,3764,8250,"FORREST, EDWIN SCHOOL",Edwin Forrest School,7300 COTTAGE ST,19136,215-400-3330,,ELEMENTARY,'00-06',1208,,DISTRICT
-75.080794321505564,40.074856604844051,677,126515001,3765,8260,FOX CHASE SCHOOL,Fox Chase School,500 RHAWN ST,19111,215-400-3170,,ELEMENTARY,'00-05',490,,DISTRICT
-75.158654617062751,39.938608223051503,678,,,3369,Christopher Columbus Charter School (Annex),Christopher Columbus CS (Annex),1242 S 13th St,19147,215-925-7400,Open,Elementary School,5-8,,Charter,Charter
-75.176866123236195,39.966571817534927,679,226517652,,,St Francis Xavier School,St Francis Xavier Sch,641-51 N 24TH ST,19130,(215) 763-6564,Open,Elem/Middle,pre K-8,206,Private,Archdiocese
-75.169432594096747,39.959897858318705,680,226512852,,,John W Hallahan Girls School,John W Hallahan Girls Sch,319 N 19TH ST,19103,(215) 563-8930,Open,High School,9-12,567,Private,Archdiocese
-75.161964197570896,39.958299539482176,681,226515602,,,Roman Catholic High School,Roman Catholic HS,303 N BROAD ST,19107,215-627-1270,Open,High School,9-12,1065,Private,Archdiocese
-75.154984734380292,39.957549828538731,682,226512352,,,Holy Redeemer School,Holy Redeemer School,903-27 VINE ST,19107,215-922-0999,Open,Elem/Middle,K-8,279,Private,Archdiocese
-75.176270570390173,39.920963430520146,683,,,,St Monica Junior School (Annex),St Monica Jr,1700 RITNER ST,19145,215-334-3777,Open,Elem/Middle,pre K-5,613,Private,Archdiocese
-75.163004888504858,40.027117512053472,684,226517602,,,DePaul Catholic School,DePaul Catholic Sch,44 W LOGAN ST,19144,(215) 842-1266,Open,Elem/Middle,pre K-8,299,Private,Archdiocese
-75.102140181489759,39.999605980547138,685,226510057,,,Kensington Christian Fellowship Academy,Kensington Christian Fellowship Acad,1921-25 E VENANGO ST,19134,(215) 535-6424,Open,Elementary School,pre K-6,12,Private,Private
-75.244737688650801,39.969628364121206,686,370511710,,,Creative Minds & Each One Teach One Child Care Center,Creative Minds Child Care Ctr,427-35 N 63RD ST,19151,(215) 473-4472,Open,Pre-K,pre K,15,Private,Private
-75.246622359504428,39.983294679366431,687,226510075,,,63rd Street Multicultural Academy of Academic Excellence,63rd St Multicultural Acad.,1139 N 63RD ST,19151,(215)240-6721,Open,Elem/Mid/High,pre K-12,94,Private,Private
-75.228005905798199,39.925610542829034,688,226511242,,,Legacy Christian Academy,Legacy Christian Acad,6208-10 GRAYS AVE,19142,215-727-5000,Open,Elem/Middle,Pre K-7,45,Private,Private
-75.242891852712589,39.919942989072489,689,226510051,,,Individual Assessment Manager Resource Academy,Individual Assessment Manager Resource Acad,7035 WOODLAND AVE,19142,(215) 729-0374,Open,Special Center,Ungraded,40,Private,Private
-75.18833493449597,39.93249484937764,690,226510050,,,Miracle Temple Christian Academy,Miracle Temple Christian Acad,2600 TASKER ST,19145,(215) 755-3680,Open,Ungraded,Ungraded,11,Private,Private
-75.173782078720564,39.935058460710835,691,226510012,,,Twenty-first Century Christian Academy,21 Century Christian Acad,1253-55 S 18TH ST,19146,(610)812-5166 ,Open,Pre-school,Preschool,0,Private,Private
-75.172740100262885,39.927010295038272,692,226510009,,,True Gospel Tabernacle Learning Center,True Gospel Tabernacle Lrn Ctr,1900 S 16TH ST,19145,(215) 334-3343,Open,Pre-school,Preschool,43,Private,Private
-75.177623114518596,39.922355089988052,693,226519632,,,Trinity Christian School,Trinity Christian Sch,2300-34 S 18TH ST,19145,(215) 334-6656,Open,Preschool,Pre-K,14,Private,Private
-75.051977752459692,40.017156124233566,694,,,3404,Tacony Academy Charter School,Tacony Academy Charter School (High School),6201 Keystone St,19135,(267) 388-8656,Open,High School,9-12,,Charter,Charter
-75.1742733665602,40.032021088952838,695,300517000,,,Pennsylvania School for the Deaf,Pennsylvania School for the Deaf,100-52 W SCHOOL HOUSE LA,19144,(215) 951-4700,Open,Elem/Mid/High,pre K-12,190,Private,Private
-75.25024360252452,39.982830132036682,696,300516590,,,Overbrook School for Blind,Overbrook Sch for Blind,6333 MALVERN AVE,19151,(215) 877-0313,Open,Elem/Mid/High,pre K-12,197,Private,Private
-75.249569620236016,39.982002575400344,697,,,,Overbrook School for Blind (Annex),Overbrook Sch for Blind (Annex),6332 Malvern Ave,19151,215-877-0313,Open,Elem/Mid/High,pre K-12,,Private,Private
-75.171730566904813,39.973871609509615,698,226511852,,,Girard College,Girard College,2035 S COLLEGE AVE,19121, (215) 787-2600,Open,Elem/Mid/High,1-12,465,Private,Private
-75.206754006675354,39.950031204829948,699,226515832,,,The City School at Spruce Hill,The City School at Spruce Hill,4115 Baltimore Ave,19104,(215) 382-7839,Open,Elementary School,K-5,171,Private,Private
-75.21340755620281,39.969754194938005,700,226511172,,,Cockrell Christian School,Cockrell Christian Sch,4512-16 LANCASTER AVE,19131,(215) 520-3953,Open,Elem/Middle,K-8,54,Private,Private
-75.16734970305707,40.043460656108032,701,226511012,,,Chelten Christ Little People,Chelten Christ Little People,601-05 E CHELTEN AVE,19144,(215) 849-6614,Open,Kindergarten,pre K-K,24,Private,Private
-75.149582094138296,40.012854658353042,702,226510047,,,New Hope Christian Academy,New Hope Christian Acad,1345 McFerran Street,19140,(215) 391-0003,Open,Elem/Mid/High,pre K-12,,Private,Private
-75.211991267577972,40.026505529645249,703,326510170,,,Bridge Way School,Bridge Way School,4101 Freeland Ave,19128,(215) 410-8978,Open,Ungraded,Ungraded,1,Private,Private
-75.185454302387413,40.011558812909449,704,326510062,,,Seedlings Early Care and Education Program,Seedlings Early Care & Ed Program,3300 HENRY AVE,19129,215-254-2069,Open,Pre-K,pre K,73,Private,Private
-75.252946764261637,39.98828265843715,705,300516560,,,Overbrook Presby Church Preschool & Kindergarten,Overbrook Presby Church Presch & Kdg,6376-78 CITY AVE,19151,215) 877-8945,Open,Kindergarten,pre K-K,137,Private,Private
-75.021991441319713,40.100847847411707,706,326510175,,,Ann Kids,Ann Kids,10100 Jamison Ave,19116,(215)869-0207,Open,Pre-school,Preschool,,Private,Private
-75.214793319895207,39.99800661122206,707,300515921,,,Methodist Services for Children and Families,Methodist Services for Children and Families,4300 MONUMENT RD,19131,215-877-1925,Open,Kindergarten,pre K-K,10,Private,Private
-75.211290770671539,40.002937158655904,708,300513640,,,Easter Seals of Southeastern Pa - Joseph X. Yaffe Center,Easter Seals of SE PA - Joseph X. Yaffe Ctr,3975 CONSHOHOCKEN AVE,19131,(215) 879-1000,Open,Special Center,Ungraded,55,Private,Private
-75.210363389989851,40.003520911828318,709,226510072,,,K W Reed Christian Academy for Boys,K W Reed Christian Acad for Boys,3955 CONSHOHOCKEN AVE,19131,(215) 473-3000,Open,Elem/Middle,K-8,70,Private,Private
-75.172652770259631,39.984751497165234,710,326510079,,,Community Partnership School,Community Partnership Sch,1922-42 JUDSON ST,19121,(215) 235-0461,Open,Elementary School,pre K-5,83,Private,Private
-75.17570290297779,39.982804267873654,711,226510008,,,White Dove Performing Arts Acad,White Dove Performing Arts Acad,2510 RIDGE AVE,19121,(215) 236-7195,Open,Elem/Mid/High,K-12,5,Private,Private
-75.164355317593419,39.973706911764012,712,226511802,,,Gesu School,Gesu Sch,1701-33 W GIRARD AVE,19121,(215) 763-3660,Open,Elem/Middle,pre K-8,420,Private,Private
-75.160514987725463,39.971843453491282,713,226515632,,,Philadelphia Academic School,Phila Academic Sch,1421 W GIRARD AVE,19130,(215) 477-1040,Open,High School,12,14,Private,Private
-75.161448481314522,39.97454204830661,714,226510062,,,Shiloh Christian Academy,Shiloh Christian Acad,1516-34 MASTER ST,19121,215-763-7335 ,Open,Elem/Middle,K-8,70,Private,Private
-75.165675948950764,39.984919080811707,715,226510055,,,Al Mosheh Shule of Positive Ed,Al Mosheh Shule of Positive Ed,3922 Cambridge St,19104,(215) 765-6462,Open,Elem/Middle,K-4,4,Private,Private
-75.149268406524271,39.991810123134414,716,326510060,,,Hope Partnership for Education,Hope Partnership for Education,2601 N 11th St,19133,215-232-5410,Open,Middle/High,5-12,51,Private,Private
-75.167970672535418,39.963721612469797,717,226510024,,,Spring Garden Academy,Spring Garden Acad,1801 SPRING GARDEN ST,19130,(215)563-9192,Open,Pre-school,Preschool,30,Private,Private
-75.162471209540485,39.948644034532649,718,300518760,,,Student Education Center Delaware Valley High School CC,Student Ed Ctr DVHS,204-06 S 13TH ST,19107,(215) 732-5060,Open,High School,9-12,84,Private,Private
-75.15907136746624,39.942235186334571,719,300511820,,,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,Open,Pre-K,pre K,27,Private,Private
-75.208218802177342,39.948818967554907,720,226511232,,,Jubilee School,Jubilee School,4211 CHESTER AVE,19104,(215) 387-7592,Open,Elementary School,pre K-6,54,Private,Private
-75.217948476367283,39.961735575794897,721,226514112,,,Mill Creek School,Mill Creek Sch,111 N 49TH ST,19139,215-471-4900 ,Open,High School,9-12,50,Private,Private
-75.247439240626036,39.987841364237347,722,226510052,,,Ijoba Shule,Ijoba Shule,6026 Drexel Rd,19131,(215) 747-5737,Open,Elem/Middle,Pre K-7,5,Private,Private
-75.167538859451682,39.956148479331013,723,226511652,,,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,Open,Elem/Mid/High,pre K-12,551,Private,Private
-75.175345547803545,39.956098622913849,724,300513960,,,Greene Towne School Inc,Greene Towne School Inc.,2119-21 ARCH ST,19103,215-563-6368,Open,Kindergarten,pre K-K,128,Private,Private
-75.211400605038961,39.948602403856086,725,300514200,,,HMS School for Children w/Cerebral Palsy,HMS Sch for Children w/Cerebral Palsy,4400 BALTIMORE AVE,19104,(215) 222-2566,Open,Elem/Mid/High,pre K-12,57,Private,Private
-75.181783472823014,39.946888898439617,726,226515462,,,Philadelphia School,Phila School,2501-29 LOMBARD ST,19146,(215) 545-5323,Open,Elem/Middle,pre K-8,387,Private,Private
-75.158056221196389,39.951432238015173,727,,,,Freire Charter School,Freire Charter School,1026 Market St,19107,(267) 670-7499,,Middle School,5-8,,Charter,Charter
-75.166322636072323,39.957890927395333,728,,,,Philadelphia Performing Arts Charter School,Philadelphia Performing Arts Charter School,1600 Vine St,19102,(267) 428-2224,,Middle/High,5-12,,Charter,Charter
-75.224618476905675,39.938770800210278,729,226511492,,,Evelyn Graves Christian Academy,Evelyn Graves Christian Acad,5501 Chester Ave,19143,215-727-7794,Open,Elem/Mid/High,pre K-12,27,Private,Private
-75.227419792858782,39.935170837529654,730,300512620,,,Cornerstone Christian Academy,Cornerstone Christian Acad,1939 S 58TH ST,19143,215-724-6858,Open,Elem/Middle,K-8,202,Private,Private
-75.177499149308744,40.024749763108083,731,226511372,,,Eagles Nest Christian School,Eagles Nest Christian Sch,501 W KING ST,19144,(215) 298-9508,Open,Elem/Mid/High,K-8,36,Private,Private
-75.137765567956663,40.006448038118791,732,226511552,,,Faith Tabernacle School,Faith Tabernacle Sch,3611 N RANDOLPH ST,19140,(215) 221-0909,Open,Elem/Mid/High,1-12,163,Private,Private
-75.176236010676774,40.033554677267276,733,,,6955,Camelot Therapeutic Day School of Philadelphia,Camelot Therapeutic Day School,5612 Greene St,19144,(267) 270-4665,Open,Therapeutic,9-12,46,District,District
-75.232379920003169,39.992127094166278,734,300519410,,,Woodbine Academy Inc,Woodbine Acad,5337 WYNNEFIELD AVE,19131,(215) 878-1141,Open,Elementary School,K-6,68,Private,Private
-75.2313597161899,39.992114686941669,735,226512842,,,Jameson Christian Academy,Jameson Christian Acad,5301 WYNNEFIELD AVE,19131,(215) 477-7777,Open,Elem/Mid/High,K-12,18,Private,Private
-75.141409713674861,39.973856071357623,736,226510132,,,Al-Aqsa Islamic School,Al-Aqsa Islamic Academy,1501-11 GERMANTOWN AVE,19122,215) 765-2743,Open,Elem/Mid/High,pre K-10,266,Private,Private
-75.18667838683389,40.043993185084986,737,226510682,,,Blair Christian Academy & Preschool,Blair Christian Acad & Presch,212-20 W UPSAL ST,19119,(215) 438-6557,Open,Elem/Middle,pre K-8,54,Private,Private
-75.017310558083153,40.129738649453934,738,226510732,,,Calvary Christian Academy,Calvary Christian Acad,13500 Philmont Ave,19116,215-969-1579,Open,Elem/Mid/High,pre K-12,936,Private,Private
-75.178174557056963,39.975600066083501,739,226510932,,,Celestial Christian Academy,Celestial Christian Acad,2534 W THOMPSON ST,19121,(215) 232-5863,Open,Elem/Middle,pre K-8,33,Private,Private
-75.141943614330287,40.020958881997608,740,226512022,,,Harold O Davis Christian School,Harold O Davis Christian Sch,1001 W WINGOHOCKING ST,19140,267-368-5102,Open,Elem/Mid/High,pre K-12,34,Private,Private
-75.117029989878759,40.030647694860512,741,226512732,,,International Christian High School,International Christian HS,413 E TABOR RD,19120,267-900-2000,Open,High School,9-12,116,Private,Private
-75.039186460670663,40.080445296768254,742,300514330,,,Politz Hebrew Academy,Politz Hebrew Acad,9229 OLD BUSTLETON AVE,19115,(215) 969-5960,Open,Elem/Middle,pre K-8,329,Private,Private
-75.139028347489912,39.973343902248175,743,226510023,,,LaSalle Academy,LaSalle Acad,1432-36 N 2ND ST,19122,(215) 739-5804,Open,Elem/Middle,3-8,90,Private,Private
-75.214968118071511,39.971103740835744,744,226515392,,,Quba Institute of Arabic & Islamic Studies,Quba Ins of Arabic & Islamic Studies,4637 LANCASTER AVE,19131,(215) 473-8589,Open,Elem/Middle,pre K-8,68,Private,Private
-75.045051209103875,40.099826186118605,745,226515872,,,Shaare Shamayim-Beth Judah Kindergarten,Shaare Shamayim-Beth Judah Kdg,9768 VERREE RD,19115,215-673-2323,Open,Kindergarten,Kindergarten,18,Private,Private
-75.248264347544563,39.98980408908978,746,226519542,,,Talmudical Yeshiva of Philadelphia,Talmudical Yeshiva of Phila,6055-63 DREXEL RD,19131,(215) 477-1000,Open,High School,9-12,112,Private,Private
-75.168039571868448,39.921301547041317,747,226514095,,,City Kids,City Kids,2311 S 13th St,19148,215-334-7440,Open,Kindergarten,pre K-K,15,Private,Private
-75.247217965243379,39.985531230318088,748,226510020,,,New Life Alternatives Christian Academy,New Life Alt Christian Acad,1993-95 N 63RD St,19151,(215) 877-3440,Open,Elementary School,K-4,44,Private,Private
-75.090144017123123,40.054814555287763,749,226511642,,,First Century Gospel School,First Century Gospel Sch,6807 RISING SUN AVE,19111,(215) 742-6615,Open,Elem/Mid/High,1-10,0,Private,Private
-75.140254568971713,40.055464768652271,750,226512032,,,Hope Church School,Hope Church Sch,6707 OLD YORK RD,19126,(215) 927-7770,Open,Elem/Mid/High,K-12,120,Private,Private
-75.137304558461494,40.018654646921711,751,226512672,,,Hunting Park Christian Academy,Hunting Park Christian Acad,601 W CAYUGA ST,19140,267-331-8002,Open,Elem/Middle,pre K-8,182,Private,Private
-75.169453796366952,39.94699546140474,752,226511132,,,The City School,The City School,315 S 17TH ST,19103,(215) 731-1930,Open,High School,9-12,99,Private,Private
-75.214997521103811,40.076685734939879,753,226514122,,,Crefeld School,Crefeld School,8836 CREFELD ST,19118,(215) 242-5545,Open,Middle/High,7-12,96,Private,Private
-75.078014039830833,40.058622173987082,754,226514492,,,Northeast Preparatory School,Northeast Prep Sch,1309 COTTMAN AVE,19111,215-342-5500,Open,High School,9-12,0,Private,Private
-75.028799348815753,40.040788165086951,755,226512042,,,Holmesburg Christian Academy,Holmesburg Christian Acad,7923 FRANKFORD AVE,19136,(215) 335-4323,Open,Elem/Middle,pre K-8,156,Private,Private
-75.172146737530198,40.032506522415851,756,226511702,,,Germantown Friends School,Germantown Friends Sch,31 W Coulter St,19144,(215) 951-2300,Open,Elem/Mid/High,K-12,855,Private,Private
-75.174577968888386,40.033256024476891,757,226511952,,,Greene Street Friends School,Greene Street Friends Sch,5511 GREENE ST,19144,(215) 438-7000,Open,Elem/Middle,pre K-8,230,Private,Private
-75.183579153851042,40.033928539108636,758,300517255,,,Waldorf School of Philadelphia,Waldorf Sch of Phila,7500 GERMANTOWN AVE,19144,(215) 248-1662,Open,Elem/Middle,pre K-8,184,Private,Private
-75.188670494665047,40.065970836774845,759,300518770,,,Big Backyard,Big Backyard,226 E GOWEN AVE,19119,(215) 248-0919,Open,Pre-K,pre K,45,Private,Private
-75.159286499863427,39.963005010401616,760,126515001,7782,5080,PARKWAY CENTER CITY MIDDLE COLLEGE HIGH SCHOOL,Parkway Center City Middle College High School,540 N 13TH ST,19123,215-400-7620,,HIGH,'09-12',478,,DISTRICT
-75.215808554725399,39.964602642463205,761,126515001,7808,5090,PARKWAY WEST HIGH SCHOOL,Parkway West High School,4725 FAIRMOUNT AVE,19139,215-400-7710,,HIGH,'09-12',316,,DISTRICT
-75.165170366905798,40.056453095509553,762,126515001,6548,5070,PARKWAY-NORTHWEST HIGH SCHOOL,Parkway Northwest High School,6200 CRITTENDEN ST,19138,215-400-3390,,HIGH,'09-12',260,,DISTRICT
-75.236761999327769,39.916095000314407,763,126515001,3613,1400,"PATTERSON, JOHN M. SCHOOL",John M. Patterson School,7000 BUIST AVE,19142,215-400-8190,,ELEMENTARY,'00-04',583,,DISTRICT
-75.168317054348108,39.998622030489898,764,126515001,3675,4380,"PEIRCE, THOMAS M. SCHOOL",Thomas M. Peirce School,2300 W CAMBRIA ST,19132,215-400-7020,,ELEMENTARY,'00-06',482,,DISTRICT
